17372
20140828213026,10.0.0.2,60623,10.0.0.1,5001,3,34.0-35.0,1179648,9437184
20140828213027,10.0.0.2,60623,10.0.0.1,5001,3,35.0-36.0,1179648,9437184
20140828213028,10.0.0.2,60623,10.0.0.1,5001,3,36.0-37.0,1179648,9437184
20140828213029,10.0.0.2,60623,10.0.0.1,5001,3,37.0-38.0,1179648,9437184
20140828213030,10.0.0.2,60623,10.0.0.1,5001,3,38.0-39.0,1179648,9437184
20140828213031,10.0.0.2,60623,10.0.0.1,5001,3,39.0-40.0,1310720,10485760
20140828213032,10.0.0.2,60623,10.0.0.1,5001,3,40.0-41.0,1048576,8388608
20140828213033,10.0.0.2,60623,10.0.0.1,5001,3,41.0-42.0,1179648,9437184
20140828213034,10.0.0.2,60623,10.0.0.1,5001,3,42.0-43.0,1310720,10485760
20140828213035,10.0.0.2,60623,10.0.0.1,5001,3,43.0-44.0,1179648,9437184
20140828213036,10.0.0.2,60623,10.0.0.1,5001,3,44.0-45.0,1179648,9437184
20140828213037,10.0.0.2,60623,10.0.0.1,5001,3,45.0-46.0,1179648,9437184
20140828213038,10.0.0.2,60623,10.0.0.1,5001,3,46.0-47.0,1179648,9437184
20140828213039,10.0.0.2,60623,10.0.0.1,5001,3,47.0-48.0,1310720,10485760
20140828213040,10.0.0.2,60623,10.0.0.1,5001,3,48.0-49.0,1179648,9437184
20140828213041,10.0.0.2,60623,10.0.0.1,5001,3,49.0-50.0,1048576,8388608
20140828213042,10.0.0.2,60623,10.0.0.1,5001,3,50.0-51.0,1310720,10485760
20140828213043,10.0.0.2,60623,10.0.0.1,5001,3,51.0-52.0,1179648,9437184
20140828213044,10.0.0.2,60623,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20140828213045,10.0.0.2,60623,10.0.0.1,5001,3,53.0-54.0,1179648,9437184
20140828213046,10.0.0.2,60623,10.0.0.1,5001,3,54.0-55.0,1179648,9437184
20140828213047,10.0.0.2,60623,10.0.0.1,5001,3,55.0-56.0,1179648,9437184
20140828213048,10.0.0.2,60623,10.0.0.1,5001,3,56.0-57.0,1179648,9437184
20140828213049,10.0.0.2,60623,10.0.0.1,5001,3,57.0-58.0,1310720,10485760
20140828213050,10.0.0.2,60623,10.0.0.1,5001,3,58.0-59.0,1179648,9437184
20140828213051,10.0.0.2,60623,10.0.0.1,5001,3,59.0-60.0,1179648,9437184
20140828213051,10.0.0.2,60623,10.0.0.1,5001,3,0.0-60.2,72220672,9600055
