1816
20140901114108,10.0.0.2,36443,10.0.0.1,5001,3,0.0-1.0,1310720,10485760
20140901114109,10.0.0.2,36443,10.0.0.1,5001,3,1.0-2.0,1179648,9437184
20140901114110,10.0.0.2,36443,10.0.0.1,5001,3,2.0-3.0,1310720,10485760
20140901114111,10.0.0.2,36443,10.0.0.1,5001,3,3.0-4.0,1179648,9437184
20140901114112,10.0.0.2,36443,10.0.0.1,5001,3,4.0-5.0,1179648,9437184
20140901114113,10.0.0.2,36443,10.0.0.1,5001,3,5.0-6.0,1179648,9437184
20140901114114,10.0.0.2,36443,10.0.0.1,5001,3,6.0-7.0,1310720,10485760
20140901114115,10.0.0.2,36443,10.0.0.1,5001,3,7.0-8.0,1179648,9437184
20140901114116,10.0.0.2,36443,10.0.0.1,5001,3,8.0-9.0,1310720,10485760
20140901114117,10.0.0.2,36443,10.0.0.1,5001,3,9.0-10.0,1179648,9437184
20140901114118,10.0.0.2,36443,10.0.0.1,5001,3,10.0-11.0,1179648,9437184
20140901114119,10.0.0.2,36443,10.0.0.1,5001,3,11.0-12.0,1179648,9437184
20140901114120,10.0.0.2,36443,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20140901114121,10.0.0.2,36443,10.0.0.1,5001,3,13.0-14.0,1179648,9437184
20140901114122,10.0.0.2,36443,10.0.0.1,5001,3,14.0-15.0,1179648,9437184
20140901114123,10.0.0.2,36443,10.0.0.1,5001,3,15.0-16.0,1179648,9437184
20140901114124,10.0.0.2,36443,10.0.0.1,5001,3,16.0-17.0,1179648,9437184
20140901114125,10.0.0.2,36443,10.0.0.1,5001,3,17.0-18.0,1179648,9437184
20140901114126,10.0.0.2,36443,10.0.0.1,5001,3,18.0-19.0,1310720,10485760
20140901114127,10.0.0.2,36443,10.0.0.1,5001,3,19.0-20.0,1179648,9437184
20140901114128,10.0.0.2,36443,10.0.0.1,5001,3,20.0-21.0,1179648,9437184
20140901114129,10.0.0.2,36443,10.0.0.1,5001,3,21.0-22.0,1179648,9437184
20140901114130,10.0.0.2,36443,10.0.0.1,5001,3,22.0-23.0,1179648,9437184
20140901114131,10.0.0.2,36443,10.0.0.1,5001,3,23.0-24.0,1179648,9437184
20140901114132,10.0.0.2,36443,10.0.0.1,5001,3,24.0-25.0,1310720,10485760
20140901114133,10.0.0.2,36443,10.0.0.1,5001,3,25.0-26.0,1179648,9437184
20140901114134,10.0.0.2,36443,10.0.0.1,5001,3,26.0-27.0,1179648,9437184
20140901114135,10.0.0.2,36443,10.0.0.1,5001,3,27.0-28.0,1179648,9437184
20140901114136,10.0.0.2,36443,10.0.0.1,5001,3,28.0-29.0,1179648,9437184
20140901114137,10.0.0.2,36443,10.0.0.1,5001,3,29.0-30.0,1179648,9437184
20140901114138,10.0.0.2,36443,10.0.0.1,5001,3,30.0-31.0,1179648,9437184
20140901114139,10.0.0.2,36443,10.0.0.1,5001,3,31.0-32.0,1310720,10485760
20140901114140,10.0.0.2,36443,10.0.0.1,5001,3,32.0-33.0,1179648,9437184
20140901114141,10.0.0.2,36443,10.0.0.1,5001,3,33.0-34.0,1179648,9437184
20140901114142,10.0.0.2,36443,10.0.0.1,5001,3,34.0-35.0,1179648,9437184
20140901114143,10.0.0.2,36443,10.0.0.1,5001,3,35.0-36.0,1179648,9437184
20140901114144,10.0.0.2,36443,10.0.0.1,5001,3,36.0-37.0,1179648,9437184
20140901114145,10.0.0.2,36443,10.0.0.1,5001,3,37.0-38.0,1179648,9437184
20140901114146,10.0.0.2,36443,10.0.0.1,5001,3,38.0-39.0,1179648,9437184
20140901114147,10.0.0.2,36443,10.0.0.1,5001,3,39.0-40.0,1179648,9437184
20140901114148,10.0.0.2,36443,10.0.0.1,5001,3,40.0-41.0,1179648,9437184
20140901114149,10.0.0.2,36443,10.0.0.1,5001,3,41.0-42.0,1179648,9437184
20140901114150,10.0.0.2,36443,10.0.0.1,5001,3,42.0-43.0,1179648,9437184
20140901114151,10.0.0.2,36443,10.0.0.1,5001,3,43.0-44.0,1310720,10485760
20140901114152,10.0.0.2,36443,10.0.0.1,5001,3,44.0-45.0,1179648,9437184
20140901114153,10.0.0.2,36443,10.0.0.1,5001,3,45.0-46.0,1179648,9437184
20140901114154,10.0.0.2,36443,10.0.0.1,5001,3,46.0-47.0,1179648,9437184
20140901114155,10.0.0.2,36443,10.0.0.1,5001,3,47.0-48.0,1179648,9437184
20140901114156,10.0.0.2,36443,10.0.0.1,5001,3,48.0-49.0,1179648,9437184
20140901114157,10.0.0.2,36443,10.0.0.1,5001,3,49.0-50.0,1179648,9437184
20140901114158,10.0.0.2,36443,10.0.0.1,5001,3,50.0-51.0,1310720,10485760
20140901114159,10.0.0.2,36443,10.0.0.1,5001,3,51.0-52.0,1179648,9437184
20140901114200,10.0.0.2,36443,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20140901114201,10.0.0.2,36443,10.0.0.1,5001,3,53.0-54.0,1179648,9437184
20140901114202,10.0.0.2,36443,10.0.0.1,5001,3,54.0-55.0,1179648,9437184
20140901114203,10.0.0.2,36443,10.0.0.1,5001,3,55.0-56.0,1179648,9437184
20140901114204,10.0.0.2,36443,10.0.0.1,5001,3,56.0-57.0,1310720,10485760
20140901114205,10.0.0.2,36443,10.0.0.1,5001,3,57.0-58.0,1179648,9437184
