8132
20140901170002,10.0.0.2,36451,10.0.0.1,5001,3,0.0-1.0,1310720,10485760
20140901170003,10.0.0.2,36451,10.0.0.1,5001,3,1.0-2.0,1179648,9437184
20140901170004,10.0.0.2,36451,10.0.0.1,5001,3,2.0-3.0,1310720,10485760
20140901170005,10.0.0.2,36451,10.0.0.1,5001,3,3.0-4.0,1179648,9437184
20140901170006,10.0.0.2,36451,10.0.0.1,5001,3,4.0-5.0,1179648,9437184
20140901170007,10.0.0.2,36451,10.0.0.1,5001,3,5.0-6.0,1179648,9437184
20140901170008,10.0.0.2,36451,10.0.0.1,5001,3,6.0-7.0,1179648,9437184
20140901170009,10.0.0.2,36451,10.0.0.1,5001,3,7.0-8.0,1441792,11534336
20140901170010,10.0.0.2,36451,10.0.0.1,5001,3,8.0-9.0,1179648,9437184
20140901170011,10.0.0.2,36451,10.0.0.1,5001,3,9.0-10.0,1179648,9437184
20140901170012,10.0.0.2,36451,10.0.0.1,5001,3,10.0-11.0,1179648,9437184
20140901170013,10.0.0.2,36451,10.0.0.1,5001,3,11.0-12.0,1179648,9437184
20140901170014,10.0.0.2,36451,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20140901170015,10.0.0.2,36451,10.0.0.1,5001,3,13.0-14.0,1310720,10485760
20140901170016,10.0.0.2,36451,10.0.0.1,5001,3,14.0-15.0,1179648,9437184
20140901170017,10.0.0.2,36451,10.0.0.1,5001,3,15.0-16.0,1048576,8388608
20140901170018,10.0.0.2,36451,10.0.0.1,5001,3,16.0-17.0,1179648,9437184
20140901170019,10.0.0.2,36451,10.0.0.1,5001,3,17.0-18.0,1310720,10485760
20140901170020,10.0.0.2,36451,10.0.0.1,5001,3,18.0-19.0,1179648,9437184
20140901170021,10.0.0.2,36451,10.0.0.1,5001,3,19.0-20.0,1179648,9437184
20140901170022,10.0.0.2,36451,10.0.0.1,5001,3,20.0-21.0,1179648,9437184
20140901170023,10.0.0.2,36451,10.0.0.1,5001,3,21.0-22.0,1179648,9437184
20140901170024,10.0.0.2,36451,10.0.0.1,5001,3,22.0-23.0,1310720,10485760
